60280,National Traffic Exchange Center
60294,Deutsche Glasfaser
60350,vente-privee.com Deutschland GmbH
60447,I NET Bulgaria EOOD
60476,My.com B.V.
60501,Sirius Technology
60522,KomMITT-Ratingen GmbH
60544,LLC Runet Business Systems
60720,Telenet Solution Ltd
60764,TK Telecom
60822,WISPONE SRL
60890,CentralNic Ltd.
60979,KPMG IT Service GmbH
61098,Akenes S.A.
61244,GFN Glasfasernetz Olfen GmbH
61266,Jehovas Zeugen in Deutschland
61317,Digital Energy Technologies
61438,ip-it consult GmbH
61573,IP2TEL - YES COMMUNICATIONS
61599,Eaí Telecomunicacoes Ltda
61817,Rapido Internet Banda Larga
61832,Fortel Forteleza Telecomunicacoes Ltda
61955,ColocationIX GmbH
62023,NYNEX satellite OHG
62044,"Zscaler, Inc."
62166,Spadhausen srl Unipersonale
62240,Clouvider Limited
62275,NHM - S.R.L.
62336,PURtel.com GmbH
62336,PURtel.com GmbH
62363,Ertl & Gross OG
62365,SachsenGigaBit GmbH
62663,Telecall
62955,"eBay, Inc"
63199,"CDS Global Cloud Co., LTD"
63311,20C
63927,RISE
63949,Linode
64049,Reliance Jio Infocomm Ltd
64096,Internet Harbor International Co. Limited
64271,"rixCloud, Inc."
64475,Freifunk Frankfurt am Main e.V
64597,Renesys Corporation (a.k.a. Oracle/Renesys Internet Intelligence Group)
131314,China Broadband Communications
132203,Tencent
132876,Symphony Communication Public Company Limited
136106,PT Mega Akses Persada
136907,"Huawei Software Technologies Co., Ltd."
137409,GSL Networks
